,san:sm
2002-12-05,6.9957
2002-12-04,7.0266
2002-12-03,7.3151
2002-12-02,7.5418
2002-11-29,7.4182
2002-11-28,7.3254
2002-11-27,7.3151
2002-11-26,6.9339
2002-11-25,7.1091
2002-11-22,6.9545
2002-11-21,6.8
2002-11-20,6.4703
2002-11-19,6.4806
2002-11-18,6.5321
2002-11-15,6.3879
2002-11-14,6.3776
2002-11-13,6.1612
2002-11-12,6.2848
2002-11-11,6.2745
2002-11-08,6.2642
2002-11-07,6.357
2002-11-06,6.7382
2002-11-05,6.8721
2002-11-04,6.697
2002-11-01,6.3776
2002-10-31,6.3776
2002-10-30,6.2642
2002-10-29,6.3467
2002-10-28,6.6042
2002-10-25,6.4394
2002-10-24,6.2539
2002-10-23,6.0067
2002-10-22,6.3363
2002-10-21,6.2848
2002-10-18,6.12
2002-10-17,6.1921
2002-10-16,5.8624
2002-10-15,5.9757
2002-10-14,5.4606
2002-10-11,5.5842
2002-10-10,5.306
2002-10-09,5.0279
2002-10-08,5.1206
2002-10-07,5.1618
2002-10-04,5.2545
2002-10-03,5.4194
2002-10-02,5.6048
2002-10-01,5.1412
2002-09-30,5.3267
2002-09-27,5.5739
2002-09-26,5.6667
2002-09-25,5.2545
2002-09-24,5.2648
2002-09-23,5.4709
2002-09-20,5.7079
2002-09-19,6.0479
2002-09-18,6.1818
2002-09-17,6.4806
2002-09-16,6.4497
2002-09-13,6.5115
2002-09-12,6.7072
2002-09-11,7.2327
2002-09-10,6.7794
2002-09-09,6.5115
2002-09-06,6.697
2002-09-05,6.4909
2002-09-04,6.5527
2002-09-03,6.5424
2002-09-02,6.8721
2002-08-30,7.0163
2002-08-29,6.8721
2002-08-28,7.1091
2002-08-27,7.5315
2002-08-26,7.0576
2002-08-23,7.2121
2002-08-22,7.3357
2002-08-21,7.0266
2002-08-20,6.9545
2002-08-19,7.1915
2002-08-16,6.6867
2002-08-15,6.2642
2002-08-14,6.2642
2002-08-13,6.6351
2002-08-12,6.5321
2002-08-09,6.8515
2002-08-08,6.9648
2002-08-07,6.4394
2002-08-06,6.4909
2002-08-05,6.0479
2002-08-02,6.3879
2002-08-01,6.1818
2002-07-31,6.4703
2002-07-30,6.9339
2002-07-29,7.7685
2002-07-26,7.1709
2002-07-25,7.4697
2002-07-24,7.14
2002-07-23,7.2636
2002-07-22,7.2636
2002-07-19,7.6242
2002-07-18,8.0982
2002-07-17,7.8612
2002-07-16,7.3872
2002-07-15,7.5521
2002-07-12,8.0879
2002-07-11,8.0982
2002-07-10,8.3042
2002-07-09,8.6442
2002-07-08,8.9636
2002-07-05,8.8812
2002-07-04,8.1497
2002-07-03,7.8612
2002-07-02,8.0363
2002-07-01,8.3351
2002-06-28,8.2836
2002-06-27,7.9951
2002-06-26,8.0879
2002-06-25,8.1085
2002-06-24,7.717
2002-06-21,8.2424
2002-06-20,8.4897
2002-06-19,8.603
2002-06-18,8.9327
2002-06-17,8.9636
2002-06-14,8.6545
2002-06-13,8.943
2002-06-12,8.9327
2002-06-11,9.283
2002-06-10,9.3345
2002-06-07,9.3757
2002-06-06,9.5921
2002-06-05,9.6333
2002-06-04,9.7157
2002-06-03,10.066
2002-05-31,10.1897
2002-05-30,10.0454
2002-05-29,10.1278
2002-05-28,10.1175
2002-05-27,10.2309
2002-05-24,10.1485
2002-05-23,10.0454
2002-05-22,9.9939
2002-05-21,10.1072
2002-05-20,10.2103
2002-05-17,10.3545
2002-05-16,10.3236
2002-05-15,10.6018
2002-05-14,10.5709
2002-05-13,10.3957
2002-05-10,10.2206
2002-05-09,10.4575
2002-05-08,10.612
2002-05-07,10.4472
2002-05-06,10.4472
2002-05-03,10.7151
2002-05-02,10.6327
2002-05-01,10.5914
2002-04-30,10.5914
2002-04-29,10.4679
2002-04-26,10.3545
2002-04-25,10.3236
2002-04-24,10.6018
2002-04-23,10.7873
2002-04-22,10.5709
2002-04-19,10.6327
2002-04-18,10.3545
2002-04-17,10.3442
2002-04-16,10.2515
2002-04-15,9.9939
2002-04-12,9.8703
2002-04-11,9.7363
2002-04-10,9.9115
2002-04-09,9.7775
2002-04-08,9.6642
2002-04-05,9.8497
2002-04-04,9.8291
2002-04-03,10.0145
2002-04-02,9.8909
2002-04-01,9.8085
2002-03-29,9.8085
2002-03-28,9.8085
2002-03-27,9.8085
2002-03-26,9.7672
2002-03-25,9.7878
2002-03-22,10.0248
2002-03-21,10.0557
2002-03-20,10.1897
2002-03-19,10.2309
2002-03-18,10.0454
2002-03-15,9.9939
2002-03-14,9.7982
2002-03-13,9.8497
2002-03-12,9.6642
2002-03-11,9.7054
2002-03-08,9.8291
2002-03-07,9.9424
2002-03-06,9.9424
2002-03-05,9.8806
2002-03-04,9.8909
2002-03-01,9.623
2002-02-28,9.4994
2002-02-27,9.4994
2002-02-26,9.1182
2002-02-25,9.0151
2002-02-22,8.8812
2002-02-21,8.9327
2002-02-20,8.8709
2002-02-19,8.8606
2002-02-18,9.0254
2002-02-15,9.1182
2002-02-14,9.3242
2002-02-13,9.0872
2002-02-12,9.0254
2002-02-11,9.0254
2002-02-08,8.9636
2002-02-07,9.1078
2002-02-06,8.8709
2002-02-05,9.046
2002-02-04,9.386
2002-02-01,9.6024
2002-01-31,9.2933
2002-01-30,9.4169
2002-01-29,9.6127
2002-01-28,9.7466
2002-01-25,9.6127
2002-01-24,9.6127
2002-01-23,9.4375
2002-01-22,9.4788
2002-01-21,9.2212
2002-01-18,9.3551
2002-01-17,9.3139
2002-01-16,9.0975
2002-01-15,9.3654
2002-01-14,8.9739
2002-01-11,9.283
2002-01-10,9.2212
2002-01-09,9.5303
2002-01-08,9.623
2002-01-07,9.4788
2002-01-04,9.9115
2002-01-03,9.8497
2002-01-02,9.7054
2002-01-01,9.6951
2001-12-31,9.6951
2001-12-28,9.6951
2001-12-27,9.6848
2001-12-26,9.2727
2001-12-25,9.2727
2001-12-24,9.2727
2001-12-21,9.2727
2001-12-20,9.2933
2001-12-19,9.5715
2001-12-18,10.0969
2001-12-17,10.1278
2001-12-14,9.8291
2001-12-13,9.9321
2001-12-12,10.2309
2001-12-11,10.3545
2001-12-10,10.1485
2001-12-07,10.3339
2001-12-06,10.4885
2001-12-05,10.4885
2001-12-04,10.066
2001-12-03,9.8291
2001-11-30,9.8085
2001-11-29,9.6333
2001-11-28,9.7878
2001-11-27,9.8806
2001-11-26,10.0969
2001-11-23,10.1278
2001-11-22,9.9218
2001-11-21,10.0248
2001-11-20,10.1485
2001-11-19,10.4266
2001-11-16,10.2824
2001-11-15,10.2
2001-11-14,10.303
2001-11-13,10.1278
2001-11-12,9.5303
2001-11-09,9.6951
2001-11-08,9.8909
2001-11-07,9.6745
2001-11-06,9.6539
2001-11-05,9.4478
2001-11-02,8.9533
2001-11-01,9.0048
2001-10-31,8.8091
2001-10-30,8.706
2001-10-29,9.1594
2001-10-26,9.52
2001-10-25,9.52
2001-10-24,9.86
2001-10-23,9.5715
2001-10-22,9.3139
2001-10-19,9.046
2001-10-18,9.4375
2001-10-17,9.5303
2001-10-16,8.7575
2001-10-15,8.7575
2001-10-12,8.9224
2001-10-11,8.9224
2001-10-10,8.9636
2001-10-09,8.5515
2001-10-08,8.4691
2001-10-05,8.3969
2001-10-04,8.8194
2001-10-03,8.4382
2001-10-02,8.5618
2001-10-01,8.3866
2001-09-28,8.6236
2001-09-27,8.6236
2001-09-26,8.2012
2001-09-25,8.16
2001-09-24,7.8612
2001-09-21,7.14
2001-09-20,7.6654
2001-09-19,8.0672
2001-09-18,8.2424
2001-09-17,8.5
2001-09-14,7.9848
2001-09-13,8.8606
2001-09-12,8.8915
2001-09-11,9.1285
2001-09-10,9.4685
2001-09-07,9.6848
2001-09-06,9.8497
2001-09-05,10.1072
2001-09-04,10.3648
2001-09-03,10.2103
2001-08-31,10.3339
2001-08-30,10.2927
2001-08-29,10.6533
2001-08-28,10.5297
2001-08-27,10.7151
2001-08-24,10.6533
2001-08-23,10.3751
2001-08-22,10.1691
2001-08-21,9.8909
2001-08-20,9.9012
2001-08-17,9.8909
2001-08-16,10.2515
2001-08-15,10.3133
2001-08-14,10.3133
2001-08-13,10.1897
2001-08-10,9.9115
2001-08-09,10.0042
2001-08-08,10.2206
2001-08-07,10.3751
2001-08-06,10.4575
2001-08-03,10.303
2001-08-02,10.3854
2001-08-01,10.3648
2001-07-31,10.3545
2001-07-30,10.2
2001-07-27,9.8394
2001-07-26,9.7982
2001-07-25,9.7054
2001-07-24,10.0969
2001-07-23,10.2
2001-07-20,10.0866
2001-07-19,10.1072
2001-07-18,9.8703
2001-07-17,10.1794
2001-07-16,10.0351
2001-07-13,9.7878
2001-07-12,9.7878
2001-07-11,9.9115
2001-07-10,10.4369
2001-07-09,10.406
2001-07-06,10.2103
2001-07-05,10.9212
2001-07-04,11.0036
2001-07-03,11.3333
2001-07-02,11.4363
2001-06-29,11.0242
2001-06-28,10.952
2001-06-27,10.9418
2001-06-26,10.8387
2001-06-25,10.9212
2001-06-22,10.9624
2001-06-21,10.952
2001-06-20,11.1787
2001-06-19,11.0345
2001-06-18,10.9314
2001-06-15,11.4054
2001-06-14,11.4569
2001-06-13,11.4363
2001-06-12,11.3333
2001-06-11,11.5702
2001-06-08,11.5496
2001-06-07,11.4981
2001-06-06,11.6012
2001-06-05,11.6114
2001-06-04,11.5908
2001-06-01,11.3539
2001-05-31,11.5908
2001-05-30,11.3127
2001-05-29,11.292
2001-05-28,11.4054
2001-05-25,11.323
2001-05-24,11.5085
2001-05-23,11.632
2001-05-22,11.4673
2001-05-21,11.6218
2001-05-18,11.7042
2001-05-17,11.663
2001-05-16,11.4879
2001-05-15,11.5908
2001-05-14,11.4569
2001-05-11,11.5394
2001-05-10,11.663
2001-05-09,11.3848
2001-05-08,11.1994
2001-05-07,11.1581
2001-05-04,11.1581
2001-05-03,11.0654
2001-05-02,11.22
2001-05-01,11.5394
2001-04-30,11.5394
2001-04-27,11.4363
2001-04-26,11.22
2001-04-25,10.6739
2001-04-24,10.7667
2001-04-23,10.5812
2001-04-20,10.9314
2001-04-19,11.4363
2001-04-18,11.4261
2001-04-17,11.1787
2001-04-16,11.2714
2001-04-13,11.2714
2001-04-12,11.2714
2001-04-11,11.1581
2001-04-10,11.0242
2001-04-09,10.8697
2001-04-06,10.7151
2001-04-05,10.7048
2001-04-04,10.4885
2001-04-03,10.1278
2001-04-02,10.6945
2001-03-30,10.6636
2001-03-29,10.5812
2001-03-28,10.4472
2001-03-27,10.7151
2001-03-26,10.3442
2001-03-23,9.9527
2001-03-22,9.6024
2001-03-21,10.1278
2001-03-20,10.4575
2001-03-19,10.643
2001-03-16,10.612
2001-03-15,11.0242
2001-03-13,11.2302
2001-03-12,11.2612
2001-03-09,11.7248
2001-03-08,11.7145
2001-03-07,11.7763
2001-03-06,11.6939
2001-03-05,11.5908
2001-03-02,11.3642
2001-03-01,11.189
2001-02-28,11.4467
2001-02-27,11.529
2001-02-26,11.5187
2001-02-23,11.3951
2001-02-22,11.3848
2001-02-21,11.7145
2001-02-20,11.7661
2001-02-19,12.2606
2001-02-16,12.1679
2001-02-15,12.2503
2001-02-14,11.9308
2001-02-13,12.3636
2001-02-12,12.3636
2001-02-09,12.1369
2001-02-08,12.2606
2001-02-07,12.1679
2001-02-06,11.9412
2001-02-05,12.0339
2001-02-02,11.9412
2001-02-01,12.3326
2001-01-31,12.1575
2001-01-30,12.0442
2001-01-29,11.9102
2001-01-25,12.5079
2001-01-23,12.4769
2001-01-22,12.1575
2001-01-19,12.0648
2001-01-18,12.7551
2001-01-17,12.6726
2001-01-16,12.4151
2001-01-15,12.4873
2001-01-12,12.4461
2001-01-11,12.3636
2001-01-10,12.3018
2001-01-09,12.2194
2001-01-08,12.4357
2001-01-05,12.2091
2001-01-04,12.1781
2001-01-03,11.5085
2001-01-02,11.5085
2001-01-01,11.7454
2000-12-29,11.7454
2000-12-28,11.5085
2000-12-27,11.3745
2000-12-22,11.0654
2000-12-21,10.9314
2000-12-20,10.6636
2000-12-19,11.292
2000-12-18,10.8181
2000-12-15,10.9418
2000-12-14,11.292
2000-12-13,11.4363
2000-12-12,11.4879
2000-12-11,11.6424
2000-12-08,11.1067
2000-12-07,11.1067
2000-12-06,10.6636
2000-12-05,10.6636
2000-12-04,10.1588
2000-12-01,10.5914
2000-11-30,10.5297
2000-11-29,10.952
2000-11-28,10.6224
2000-11-27,10.8079
2000-11-24,10.952
2000-11-23,10.612
2000-11-22,10.4575
2000-11-21,10.7667
2000-11-20,10.7667
2000-11-17,11.56
2000-11-16,11.9514
2000-11-15,12.1575
2000-11-14,12.1267
2000-11-13,11.6527
2000-11-10,11.5394
2000-11-09,11.7454
2000-11-08,11.9514
2000-11-07,12.2091
2000-11-06,12.2503
2000-11-03,12.2606
2000-11-02,12.3224
2000-11-01,11.3642
2000-10-31,11.3642
2000-10-30,11.6012
2000-10-27,11.5806
2000-10-26,11.3951
2000-10-25,12.0648
2000-10-24,12.3224
2000-10-23,11.7248
2000-10-20,12.0545
2000-10-19,11.9824
2000-10-18,11.5394
2000-10-17,11.9824
2000-10-16,11.7351
2000-10-13,11.7145
2000-10-12,11.3642
2000-10-11,11.9514
2000-10-10,12.5903
2000-10-09,12.343
2000-10-06,12.7242
2000-10-05,12.8787
2000-10-04,12.5697
2000-10-03,12.8581
2000-10-02,12.7861
2000-09-29,12.8169
2000-09-28,12.8685
2000-09-27,12.6726
2000-09-26,12.7345
2000-09-25,12.7757
2000-09-22,12.8169
2000-09-21,12.3842
2000-09-20,12.4975
2000-09-19,12.5903
2000-09-18,12.6006
2000-09-15,12.9302
2000-09-14,12.8787
2000-09-13,12.4873
2000-09-12,12.5697
2000-09-11,12.5697
2000-09-08,12.2914
2000-09-07,12.4563
2000-09-06,12.2503
2000-09-05,12.2914
2000-09-04,12.1473
2000-09-01,12.2606
2000-08-31,12.4667
2000-08-30,12.4563
2000-08-29,12.1575
2000-08-28,12.3636
2000-08-25,12.4254
2000-08-24,12.312
2000-08-23,12.683
2000-08-22,12.7448
2000-08-21,12.7448
2000-08-18,12.9508
2000-08-17,12.6624
2000-08-16,12.683
2000-08-15,12.4254
2000-08-14,12.2503
2000-08-11,12.1885
2000-08-10,11.9618
2000-08-09,12.0133
2000-08-08,11.9206
2000-08-07,11.8381
2000-08-04,11.6114
2000-08-03,11.5702
2000-08-02,11.5702
2000-08-01,11.4467
2000-07-31,11.4775
2000-07-28,11.4775
2000-07-27,11.3642
2000-07-26,11.5806
2000-07-25,11.4879
2000-07-24,11.3642
2000-07-21,11.4673
2000-07-20,11.56
2000-07-19,11.5187
2000-07-18,11.4879
2000-07-17,11.4569
2000-07-14,11.5908
2000-07-13,11.5806
2000-07-12,11.4879
2000-07-11,11.6012
2000-07-10,11.663
2000-07-07,11.3642
2000-07-06,11.4879
2000-07-05,11.3539
2000-07-04,11.5908
2000-07-03,11.323
2000-06-30,11.3848
2000-06-29,11.0963
2000-06-28,11.22
2000-06-27,11.2302
2000-06-26,11.1994
2000-06-23,11.0242
2000-06-22,11.1273
2000-06-21,10.8181
2000-06-20,10.9727
2000-06-19,11.3642
2000-06-16,11.2302
2000-06-15,11.1067
2000-06-14,10.9212
2000-06-13,10.7873
2000-06-12,10.8181
2000-06-09,10.9418
2000-06-08,11.1787
2000-06-07,11.0757
2000-06-06,10.8903
2000-06-05,11.189
2000-06-02,11.2096
2000-06-01,11.2302
2000-05-31,10.8285
2000-05-30,10.7357
2000-05-29,11.3642
2000-05-26,10.6018
2000-05-25,10.8079
2000-05-24,10.4472
2000-05-23,10.4575
2000-05-22,10.406
2000-05-19,10.5709
2000-05-18,10.7769
2000-05-17,10.6636
2000-05-16,11.0654
2000-05-15,10.9418
2000-05-12,11.0448
2000-05-11,11.1169
2000-05-10,10.8594
2000-05-09,11.3642
2000-05-08,11.56
2000-05-05,11.4879
2000-05-04,11.7145
2000-05-03,11.5394
2000-05-02,12.0442
2000-05-01,11.3642
2000-04-28,11.8175
2000-04-27,11.5085
2000-04-26,11.7969
2000-04-25,11.7145
2000-04-24,11.3642
2000-04-21,11.3642
2000-04-20,11.5702
2000-04-19,11.2406
2000-04-18,11.3745
2000-04-17,11.4673
2000-04-14,11.6424
2000-04-13,11.8279
2000-04-12,11.5496
2000-04-11,11.4467
2000-04-10,11.6218
2000-04-07,11.4157
2000-04-06,11.189
2000-04-05,11.5187
2000-04-04,11.7145
2000-04-03,11.5908
2000-03-31,11.5702
2000-03-30,11.7042
2000-03-29,11.8587
2000-03-28,11.972
2000-03-27,11.7661
2000-03-24,11.8794
2000-03-23,11.7248
2000-03-22,11.9308
2000-03-21,12.0545
2000-03-20,12.2091
2000-03-17,12.2194
2000-03-16,11.9206
2000-03-15,11.7248
2000-03-14,11.632
2000-03-13,11.5187
2000-03-10,11.529
2000-03-09,11.3642
2000-03-08,11.2818
2000-03-07,11.189
2000-03-06,11.2302
2000-03-03,11.2714
2000-03-02,11.3848
2000-03-01,11.2096
2000-02-29,11.2302
2000-02-28,11.1375
2000-02-25,11.1994
2000-02-24,11.1273
2000-02-23,11.4363
2000-02-22,11.189
2000-02-21,11.3436
2000-02-18,11.1479
2000-02-17,11.4363
2000-02-16,11.4467
2000-02-15,10.9006
2000-02-14,10.7254
2000-02-11,10.2309
2000-02-10,10.8181
2000-02-09,11.0448
2000-02-08,11.2508
2000-02-07,11.0654
2000-02-04,10.7357
2000-02-03,10.643
2000-02-02,10.4987
2000-02-01,10.4987
2000-01-31,10.3751
2000-01-28,10.3751
2000-01-27,10.7048
2000-01-26,10.6739
2000-01-25,10.406
2000-01-24,10.406
2000-01-21,10.2927
2000-01-20,10.6224
2000-01-19,10.406
2000-01-18,10.406
2000-01-17,10.9624
2000-01-14,11.2612
2000-01-13,10.9727
2000-01-12,11.0654
2000-01-11,11.1685
2000-01-10,11.56
2000-01-07,11.663
2000-01-06,11.1685
2000-01-05,11.1685
2000-01-04,11.4467
2000-01-03,11.7248
