,san:sm
2014-02-18,6.512
2014-02-17,6.56
2014-02-14,6.532
2014-02-13,6.53
2014-02-12,6.512
2014-02-11,6.54
2014-02-10,6.443
2014-02-07,6.55
2014-02-06,6.471
2014-02-05,6.338
2014-02-04,6.268
2014-02-03,6.221
2014-01-31,6.41
2014-01-30,6.43
2014-01-29,6.385
2014-01-28,6.361
2014-01-27,6.263
2014-01-24,6.337
2014-01-23,6.569
2014-01-22,6.615
2014-01-21,6.67
2014-01-20,6.706
2014-01-17,6.712
2014-01-16,6.731
2014-01-15,6.83
2014-01-14,6.813
2014-01-13,6.809
2014-01-10,6.755
2014-01-09,6.731
2014-01-08,6.783
2014-01-07,6.731
2014-01-06,6.486
2014-01-03,6.411
2014-01-02,6.367
2014-01-01,6.506
2013-12-31,6.506
2013-12-30,6.5
2013-12-27,6.511
2013-12-26,6.451
2013-12-25,6.451
2013-12-24,6.451
2013-12-23,6.41
2013-12-20,6.372
2013-12-19,6.318
2013-12-18,6.17
2013-12-17,6.08
2013-12-16,6.176
2013-12-13,6.04
2013-12-12,6.059
2013-12-11,6.148
2013-12-10,6.233
2013-12-09,6.285
2013-12-06,6.226
2013-12-05,6.2
2013-12-04,6.325
2013-12-03,6.37
2013-12-02,6.48
2013-11-29,6.543
2013-11-28,6.584
2013-11-27,6.517
2013-11-26,6.42
2013-11-25,6.44
2013-11-22,6.428
2013-11-21,6.377
2013-11-20,6.34
2013-11-19,6.352
2013-11-18,6.483
2013-11-15,6.388
2013-11-14,6.387
2013-11-13,6.392
2013-11-12,6.405
2013-11-11,6.458
2013-11-08,6.409
2013-11-07,6.462
2013-11-06,6.502
2013-11-05,6.43
2013-11-04,6.506
2013-11-01,6.484
2013-10-31,6.539
2013-10-30,6.425
2013-10-29,6.49
2013-10-28,6.347
2013-10-25,6.53
2013-10-24,6.613
2013-10-23,6.54
2013-10-22,6.7
2013-10-21,6.747
2013-10-18,6.774
2013-10-17,6.72
2013-10-16,6.697
2013-10-15,6.714
2013-10-14,6.597
2013-10-11,6.524
2013-10-10,6.565
2013-10-09,6.348
2013-10-08,6.263
2013-10-07,6.33
2013-10-04,6.328
2013-10-03,6.136
2013-10-02,6.181
2013-10-01,6.164
2013-09-30,6.028
2013-09-27,6.082
2013-09-26,6.08
2013-09-25,6.051
2013-09-24,5.967
2013-09-23,5.902
2013-09-20,5.962
2013-09-19,5.947
2013-09-18,5.879
2013-09-17,5.785
2013-09-16,5.79
2013-09-13,5.766
2013-09-12,5.765
2013-09-11,5.735
2013-09-10,5.68
2013-09-09,5.541
2013-09-06,5.562
2013-09-05,5.481
2013-09-04,5.449
2013-09-03,5.42
2013-09-02,5.447
2013-08-30,5.34
2013-08-29,5.43
2013-08-28,5.425
2013-08-27,5.413
2013-08-26,5.62
2013-08-23,5.665
2013-08-22,5.605
2013-08-21,5.494
2013-08-20,5.53
2013-08-19,5.654
2013-08-16,5.82
2013-08-15,5.686
2013-08-14,5.755
2013-08-13,5.692
2013-08-12,5.664
2013-08-09,5.671
2013-08-08,5.628
2013-08-07,5.544
2013-08-06,5.501
2013-08-05,5.501
2013-08-02,5.545
2013-08-01,5.533
2013-07-31,5.494
2013-07-30,5.493
2013-07-29,0.165
2013-07-26,0.165
2013-07-25,0.165
2013-07-24,5.259
2013-07-23,5.13
2013-07-22,5.019
2013-07-19,4.998
2013-07-18,5.03
2013-07-17,4.939
2013-07-16,4.87
2013-07-15,4.92
2013-07-12,5.1834
2013-07-11,5.269
2013-07-10,5.2494
2013-07-09,5.3061
2013-07-08,5.305
2013-07-05,5.1618
2013-07-04,5.3019
2013-07-03,5.0969
2013-07-02,5.2133
2013-07-01,5.203
2013-06-28,5.0505
2013-06-27,5.1154
2013-06-26,5.2051
2013-06-25,5.0176
2013-06-24,4.9908
2013-06-21,5.1082
2013-06-20,5.1834
2013-06-19,5.4091
2013-06-18,5.4833
2013-06-17,5.4606
2013-06-14,5.4493
2013-06-13,5.4132
2013-06-12,5.442
2013-06-11,5.4585
2013-06-10,5.576
2013-06-07,5.6327
2013-06-06,5.5987
2013-06-05,5.6852
2013-06-04,5.7511
2013-06-03,5.6646
2013-05-31,5.7079
2013-05-30,5.7522
2013-05-29,5.7584
2013-05-28,5.748
2013-05-27,5.575
2013-05-24,5.4668
2013-05-23,5.5461
2013-05-22,5.6337
2013-05-21,5.6079
2013-05-20,5.6306
2013-05-17,5.6718
2013-05-16,5.6048
2013-05-15,5.5945
2013-05-14,5.5018
2013-05-13,5.543
2013-05-10,5.6667
2013-05-09,5.7563
2013-05-08,5.8006
2013-05-07,5.7903
2013-05-06,5.714
2013-05-03,5.7532
2013-05-02,5.646
2013-05-01,5.6574
2013-04-30,5.6574
2013-04-29,5.7233
2013-04-26,5.578
2013-04-25,5.6564
2013-04-24,5.7924
2013-04-23,5.748
2013-04-22,5.4657
2013-04-19,5.3864
2013-04-18,5.3267
2013-04-17,5.3091
2013-04-16,5.3957
2013-04-15,5.4091
2013-04-12,5.408
2013-04-11,5.7058
2013-04-10,5.6831
2013-04-09,5.407
2013-04-08,5.3524
2013-04-05,5.339
2013-04-04,5.3514
2013-04-03,5.3885
2013-04-02,5.5513
2013-04-01,5.4008
2013-03-29,5.4008
2013-03-28,5.4008
2013-03-27,5.3895
2013-03-26,5.4482
2013-03-25,5.578
2013-03-22,5.7645
2013-03-21,5.813
2013-03-20,5.8913
2013-03-19,5.7882
2013-03-18,6.0067
2013-03-15,6.1499
2013-03-14,6.1509
2013-03-13,5.9974
2013-03-12,6.0448
2013-03-11,6.0819
2013-03-08,6.1664
2013-03-07,5.9757
2013-03-06,5.9572
2013-03-05,6.0448
2013-03-04,5.9314
2013-03-01,5.9077
2013-02-28,5.9871
2013-02-27,5.95
2013-02-26,5.7893
2013-02-25,6.0747
2013-02-22,6.0231
2013-02-21,5.883
2013-02-20,6.0376
2013-02-19,6.1488
2013-02-18,6.0334
2013-02-15,6.0726
2013-02-14,6.1591
2013-02-13,6.2096
2013-02-12,6.189
2013-02-11,6.0829
2013-02-08,6.1818
2013-02-07,5.9706
2013-02-06,6.0077
2013-02-05,6.0376
2013-02-04,5.8634
2013-02-01,6.2179
2013-01-31,6.3662
2013-01-30,6.5939
2013-01-29,6.6928
2013-01-28,6.7103
2013-01-25,6.7371
2013-01-24,6.6856
2013-01-23,6.6248
2013-01-22,6.6269
2013-01-21,6.6547
2013-01-18,6.6362
2013-01-17,6.6454
2013-01-16,6.6279
2013-01-15,6.6259
2013-01-14,6.8206
2013-01-11,6.7907
2013-01-10,6.6784
2013-01-09,6.595
2013-01-08,6.5321
2013-01-07,6.5136
2013-01-04,6.5218
2013-01-03,6.4981
2013-01-02,6.5208
2013-01-01,6.2848
2012-12-31,6.2848
2012-12-28,6.19
2012-12-27,6.2817
2012-12-26,6.2745
2012-12-25,6.2745
2012-12-24,6.2745
2012-12-21,6.2951
2012-12-20,6.2179
2012-12-19,6.1921
2012-12-18,6.1385
2012-12-17,6.0067
2012-12-14,6.0788
2012-12-13,6.0788
2012-12-12,6.0376
2012-12-11,5.9778
2012-12-10,5.9201
2012-12-07,6.0252
2012-12-06,6.0788
2012-12-05,6.0561
2012-12-04,6.1066
2012-12-03,6.0767
2012-11-30,6.0932
2012-11-29,6.0726
2012-11-28,5.9314
2012-11-27,5.9479
2012-11-26,5.952
2012-11-23,5.986
2012-11-22,5.9469
2012-11-21,5.883
2012-11-20,5.8418
2012-11-19,5.8274
2012-11-16,5.6481
2012-11-15,5.7872
2012-11-14,5.7594
2012-11-13,5.7985
2012-11-12,5.5976
2012-11-09,5.6667
2012-11-08,5.6904
2012-11-07,5.6873
2012-11-06,5.8964
2012-11-05,5.883
2012-11-02,6.0314
2012-11-01,5.9891
2012-10-31,5.9644
2012-10-30,5.9438
2012-10-29,5.816
2012-10-26,5.8933
2012-10-25,5.9191
2012-10-24,5.9541
2012-10-23,5.9067
2012-10-22,5.9654
2012-10-19,6.0273
2012-10-18,6.2137
2012-10-17,6.3147
2012-10-16,6.2436
2012-10-15,5.985
2012-10-12,5.9139
2012-10-11,6.0221
2012-10-10,5.9077
2012-10-09,6.0139
2012-10-08,6.1664
2012-10-05,6.2436
2012-10-04,6.0448
2012-10-03,6.0479
2012-10-02,6.122
2012-10-01,6.054
2012-09-28,5.9706
2012-09-27,6.1004
2012-09-26,6.1035
2012-09-25,6.392
2012-09-24,6.357
2012-09-21,6.4394
2012-09-20,6.2189
2012-09-19,6.2951
2012-09-18,6.2848
2012-09-17,6.4291
2012-09-14,6.4806
2012-09-13,6.325
2012-09-12,6.4435
2012-09-11,6.3621
2012-09-10,6.2529
2012-09-07,6.2673
2012-09-06,6.1622
2012-09-05,5.8913
2012-09-04,5.8727
2012-09-03,5.8511
2012-08-31,5.8418
2012-08-30,5.51
2012-08-29,5.6512
2012-08-28,5.7388
2012-08-27,5.7851
2012-08-24,5.7244
2012-08-23,5.7614
2012-08-22,5.7192
2012-08-21,5.883
2012-08-20,5.8109
2012-08-17,5.8923
2012-08-16,5.78
2012-08-15,5.5605
2012-08-14,5.5533
2012-08-13,5.4936
2012-08-10,5.4503
2012-08-09,5.4699
2012-08-08,5.5049
2012-08-07,5.5121
2012-08-06,5.3473
2012-08-03,5.1412
2012-08-02,4.7703
2012-08-01,5.1124
2012-07-31,5.1
2012-07-30,5.1247
2012-07-27,4.9248
2012-07-26,4.6467
2012-07-25,4.1985
2012-07-24,4.1604
2012-07-23,4.3582
2012-07-20,4.317
2012-07-19,4.658
2012-07-18,4.6528
2012-07-17,4.6518
2012-07-16,4.6456
2012-07-13,4.8053
2012-07-12,4.9248
2012-07-11,5.0237
2012-07-10,4.9382
2012-07-09,4.9619
2012-07-06,5.0474
2012-07-05,5.2504
2012-07-04,5.4657
2012-07-03,5.4812
2012-07-02,5.4091
2012-06-29,5.3792
2012-06-28,5.033
2012-06-27,4.9959
2012-06-26,4.8527
2012-06-25,4.9248
2012-06-22,5.168
2012-06-21,5.1134
2012-06-20,5.1113
2012-06-19,4.9753
2012-06-18,4.8383
2012-06-15,5.0701
2012-06-14,5.1185
2012-06-13,5.0258
2012-06-12,4.9619
2012-06-11,4.9815
2012-06-08,4.9949
2012-06-07,4.9259
2012-06-06,4.8455
2012-06-05,4.7219
2012-06-04,4.6673
2012-06-01,4.4509
2012-05-31,4.4251
2012-05-30,4.3788
2012-05-29,4.4303
2012-05-28,4.5405
2012-05-25,4.692
2012-05-24,4.6807
2012-05-23,4.6157
2012-05-22,4.759
2012-05-21,4.6508
2012-05-18,4.7157
2012-05-17,4.5797
2012-05-16,4.657
2012-05-15,4.7425
2012-05-14,4.8661
2012-05-11,5.0186
2012-05-10,5.0691
2012-05-09,4.7827
2012-05-08,5.0093
2012-05-07,5.0485
2012-05-04,4.8218
2012-05-03,4.7188
2012-05-02,4.7023
2012-05-01,4.863
2012-04-30,4.863
2012-04-27,4.9867
2012-04-26,4.8939
2012-04-25,5.065
2012-04-24,4.9547
2012-04-23,4.8187
2012-04-20,4.8939
2012-04-19,4.7775
2012-04-18,4.9537
2012-04-17,5.1618
2012-04-16,4.9753
2012-04-13,5.0073
2012-04-12,5.3885
2012-04-11,5.4637
2012-04-10,5.3576
2012-04-09,5.5739
2012-04-06,5.5739
2012-04-05,5.5739
2012-04-04,5.5739
2012-04-03,5.7192
2012-04-02,5.9541
2012-03-30,5.9448
2012-03-29,5.85
2012-03-28,5.9603
2012-03-27,6.0777
2012-03-26,6.1581
2012-03-23,6.2189
2012-03-22,6.2787
2012-03-21,6.4208
2012-03-20,6.5805
2012-03-19,6.6609
2012-03-16,6.528
2012-03-15,6.4332
2012-03-14,6.3951
2012-03-13,6.3549
2012-03-12,6.1581
2012-03-09,6.3065
2012-03-08,6.3621
2012-03-07,6.1808
2012-03-06,6.1313
2012-03-05,6.4188
2012-03-02,6.5527
2012-03-01,6.527
2012-02-29,6.4157
2012-02-28,6.459
2012-02-27,6.46
2012-02-24,6.4734
2012-02-23,6.4796
2012-02-22,6.5651
2012-02-21,6.7443
2012-02-20,6.7639
2012-02-17,6.6073
2012-02-16,6.4754
2012-02-15,6.6454
2012-02-14,6.6166
2012-02-13,6.6763
2012-02-10,6.6599
2012-02-09,6.7948
2012-02-08,6.7196
2012-02-07,6.7423
2012-02-06,6.697
2012-02-03,6.6207
2012-02-02,6.496
2012-02-01,6.3497
2012-01-31,6.1303
2012-01-30,6.1653
2012-01-27,6.3364
2012-01-26,6.3446
2012-01-25,6.2014
2012-01-24,6.1612
2012-01-23,6.1612
2012-01-20,6.0911
2012-01-19,6.0705
2012-01-18,5.78
2012-01-17,5.8933
2012-01-16,5.8315
2012-01-13,5.9242
2012-01-12,5.8531
2012-01-11,5.8944
2012-01-10,5.9139
2012-01-09,5.61
2012-01-06,5.6151
2012-01-05,5.6965
2012-01-04,5.9654
2012-01-03,6.2045
2012-01-02,6.1468
2011-12-30,6.0479
2011-12-29,5.9768
2011-12-28,5.8521
2011-12-27,5.9881
2011-12-26,6.0118
2011-12-23,6.0118
2011-12-22,5.9551
2011-12-21,5.8902
